Year,Type,Country,Sex,Age,Fatal,month,specie,size
1985,Unprovoked,USA,F,adolescente,N,Jul,,
1985,Unprovoked,USA,M,adolescente,N,Jul,,
1985,Boating,USA,,,N,Jul,white,grande
1985,Unprovoked,USA,F,niño,N,Jul,tiger,mediano
1985,Unprovoked,ITALY,M,adolescente,N,Jul,,grande
1985,Unprovoked,USA,M,,N,May,,
1985,Provoked,SOUTH AFRICA,M,adulto,N,May,,
1985,Unprovoked,USA,M,adulto,N,Mar,,
1985,Unprovoked,AUSTRALIA,F,adulto,Y,Mar,white,grande
1985,Unprovoked,USA,M,adulto,N,Feb,white,grande
1985,Unprovoked,USA,M,adolescente,N,Feb,,
1985,Unprovoked,SOUTH AFRICA,M,adolescente,N,Jan,raggedoth,
1985,Invalid,SOUTH AFRICA,M,,Y,Jan,,
1985,Unprovoked,SOUTH AFRICA,M,joven,N,Jan,,grande
1985,Boating,NEW ZEALAND,,,N,Jan,,grande
1985,Unprovoked,NEW CALEDONIA,,,N,Jan,tiger,
1985,Provoked,SOUTH AFRICA,M,joven,N,Jan,,chico
1985,Unprovoked,VANUATU,M,,Y,,,
1985,Unprovoked,IRAN,M,,Y,,bull,
1984,Boating,ITALY,,,N,Dec,white,
1984,Unprovoked,AUSTRALIA,M,adolescente,Y,Nov,tiger,grande
1984,Unprovoked,USA,M,adolescente,N,Nov,,chico
1984,Unprovoked,SOUTH AFRICA,M,adolescente,N,Nov,,
1984,Provoked,USA,M,adulto,N,Nov,,
1984,Invalid,USA,M,joven,Y,Oct,,
1984,Unprovoked,USA,F,joven,N,Oct,,chico
1984,Invalid,USA,F,tercera edad,N,Oct,,
1984,Unprovoked,USA,M,adolescente,N,Oct,blacktip,chico
1984,Unprovoked,USA,M,adulto,N,Sep,white,grande
1984,Unprovoked,USA,M,,N,Sep,white,grande
1984,Unprovoked,USA,M,adolescente,N,Sep,,
1984,Unprovoked,USA,M,,N,Sep,,
1984,Unprovoked,USA,M,adolescente,N,Sep,,
1984,Unprovoked,USA,,,,Sep,,
1984,Unprovoked,USA,M,,N,Sep,,
1984,Unprovoked,USA,M,adulto,Y,Sep,white,grande
1984,Provoked,MEXICO,M,,N,Sep,white,grande
1984,Invalid,USA,F,adulto,Y,Aug,tiger,
1984,Unprovoked,INDONESIA,M,,Y,Aug,,
1984,Unprovoked,USA,F,adolescente,N,Jul,,
1984,Unprovoked,USA,F,joven,N,Jul,,chico
1984,Invalid,SOUTH AFRICA,M,joven,Y,Jul,,
1984,Unprovoked,USA,M,adulto,N,Jul,,
1984,Unprovoked,SOUTH AFRICA,M,,N,Jul,raggedoth,
1984,Unprovoked,SOUTH AFRICA,M,adulto,N,Jun,white,mediano
1984,Unprovoked,USA,F,adolescente,N,Jun,hammerhead,chico
1984,Unprovoked,VANUATU,M,,Y,Jun,,
1984,Unprovoked,SOUTH AFRICA,M,adulto,N,May,,
1984,Invalid,SOMALIA,M,,Y,Mar,,
1984,Unprovoked,SOUTH AFRICA,M,,N,Mar,,
1984,Boating,SOUTH AFRICA,M,,N,Mar,,mediano
1984,Unprovoked,AUSTRALIA,,,,Mar,,
1984,Provoked,SOUTH AFRICA,M,,N,Feb,,
1984,Provoked,SOUTH AFRICA,M,adulto,N,Feb,,chico
1984,Invalid,SOUTH AFRICA,,,Y,Feb,,
1984,Unprovoked,AUSTRALIA,M,adulto,N,Feb,,chico
1984,Unprovoked,SOUTH AFRICA,M,adolescente,N,Jan,raggedoth,chico
1984,Unprovoked,SOUTH AFRICA,F,adolescente,Y,Jan,,
1984,Provoked,USA,M,,N,,,
1984,Unprovoked,USA,M,,N,,,
1983,Invalid,GREECE,M,adulto,Y,Dec,,
1983,Unprovoked,USA,M,adolescente,N,Dec,,
1983,Unprovoked,AUSTRALIA,M,mediana edad,N,Dec,white,grande
1983,Unprovoked,SOUTH AFRICA,M,adolescente,N,Dec,,
1983,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Dec,,chico
1983,Invalid,SOUTH AFRICA,M,,N,Dec,,chico
1983,Sea Disaster,PHILIPPINES,M,,N,Nov,,grande
1983,Unprovoked,USA,M,adolescente,N,Nov,tiger,
1983,Invalid,SOUTH AFRICA,F,,Y,Nov,,
1983,Unprovoked,USA,M,adolescente,N,Oct,,chico
1983,Unprovoked,USA,M,joven,N,Oct,,chico
1983,Unprovoked,USA,M,adolescente,N,Sep,,
1983,Unprovoked,USA,M,,N,Aug,white,
1983,Unprovoked,SOUTH AFRICA,M,adulto,N,Aug,white,grande
1983,Unprovoked,USA,F,adolescente,N,Aug,,
1983,Provoked,USA,M,adolescente,N,Aug,nurse,
1983,Unprovoked,USA,F,joven,N,Aug,bull,mediano
1983,Boating,USA,,,N,Aug,,
1983,Sea Disaster,AUSTRALIA,F,joven,Y,Jul,tiger,grande
1983,Sea Disaster,AUSTRALIA,M,joven,Y,Jul,tiger,grande
1983,Sea Disaster,AUSTRALIA,M,adulto,N,Jul,tiger,grande
1983,Unprovoked,SOUTH AFRICA,M,,N,Jul,,grande
1983,Unprovoked,USA,F,adulto,N,Jul,hammerhead,chico
1983,Unprovoked,BAHAMAS,M,adolescente,N,Jul,,
1983,Unprovoked,USA,,adolescente,N,Jul,,
1983,Unprovoked,USA,M,mediana edad,N,Jun,,
1983,Unprovoked,BAHAMAS,M,adolescente,Y,Jun,,
1983,Unprovoked,USA,M,joven,N,Jun,,
1983,Unprovoked,BAHAMAS,M,adulto,N,Jun,blacktip,mediano
1983,Invalid,ITALY,M,,N,Jun,white,grande
1983,Unprovoked,BAHAMAS,M,,N,Jun,,
1983,Unprovoked,USA,M,joven,N,May,,mediano
1983,Unprovoked,USA,M,adolescente,N,May,,
1983,Unprovoked,USA,M,joven,N,May,,
1983,Unprovoked,USA,M,,,Apr,,
1983,Unprovoked,SOUTH AFRICA,M,adulto,N,Apr,,chico
1983,Unprovoked,USA,M,adolescente,N,Apr,,
1983,Invalid,SOUTH AFRICA,M,,N,Apr,,
1983,Unprovoked,SOUTH AFRICA,M,adolescente,N,Mar,,mediano
1983,Unprovoked,SOUTH AFRICA,M,,N,Mar,,
1983,Unprovoked,USA,M,,N,Mar,,
1983,Unprovoked,NEW CALEDONIA,,,N,Mar,,
1983,Unprovoked,SOUTH AFRICA,M,adolescente,N,Feb,,grande
1983,Provoked,USA,M,mediana edad,N,Jan,,
1983,Invalid,SOUTH AFRICA,M,,Y,Jan,,
1983,Unprovoked,SOUTH AFRICA,M,joven,N,Jan,,
1983,Unprovoked,SOUTH AFRICA,M,adulto,N,Jan,white,
1983,Unprovoked,,M,,N,,,
1983,Unprovoked,VANUATU,M,,Y,,,
1983,Provoked,USA,M,,N,,,
1982,Unprovoked,USA,M,,N,Nov,,
1982,Unprovoked,USA,M,adulto,N,Oct,,chico
1982,Unprovoked,SOUTH AFRICA,M,adolescente,N,Sep,,
1982,Unprovoked,SOUTH AFRICA,M,adolescente,N,Sep,,mediano
1982,Unprovoked,USA,M,joven,N,Sep,,chico
1982,Unprovoked,USA,M,adulto,N,Sep,white,
1982,Unprovoked,USA,M,adulto,N,Sep,white,grande
1982,Invalid,USA,M,,Y,Sep,,mediano
1982,Unprovoked,JAPAN,M,,Y,Aug,,
1982,Invalid,USA,M,adolescente,N,Aug,,
1982,Unprovoked,SOUTH AFRICA,F,joven,N,Aug,,
1982,Unprovoked,TUNISIA,M,,N,Aug,,mediano
1982,Invalid,SOUTH AFRICA,M,joven,N,Jul,,
1982,Unprovoked,SOUTH AFRICA,M,adulto,N,Jul,,mediano
1982,Unprovoked,USA,M,adulto,N,Jul,white,grande
1982,Unprovoked,USA,M,adolescente,N,Jul,,chico
1982,Invalid,USA,M,mediana edad,N,Jul,,
1982,Unprovoked,USA,F,joven,N,Jul,,
1982,Unprovoked,NEW CALEDONIA,,,N,Jul,,
1982,Unprovoked,SOUTH AFRICA,M,adulto,Y,Jun,,mediano
1982,Unprovoked,USA,M,joven,N,Jun,,chico
1982,Unprovoked,BAHAMAS,M,joven,N,Jun,,mediano
1982,Unprovoked,USA,F,niño,N,Jun,,
1982,Unprovoked,USA,M,,N,Jun,,chico
1982,Invalid,USA,F,,Y,May,tiger,
1982,Unprovoked,USA,M,adolescente,N,Mar,,
1982,Unprovoked,AUSTRALIA,M,joven,Y,Mar,,
1982,Unprovoked,NEW CALEDONIA,,,N,Mar,,
1982,Unprovoked,AUSTRALIA,M,adulto,Y,Feb,,grande
1982,Unprovoked,USA,M,joven,N,Feb,,chico
1982,Provoked,SOUTH AFRICA,M,,N,Feb,,
1982,Unprovoked,USA,F,,N,Feb,,
1982,Unprovoked,USA,F,,N,Feb,,
1982,Unprovoked,USA,F,tercera edad,Y,Feb,,
1982,Unprovoked,USA,M,,N,Feb,white,grande
1982,Unprovoked,USA,M,adulto,Y,Feb,,
1982,Boating,ITALY,M,,,,white,grande
1982,Unprovoked,SOUTH AFRICA,M,joven,N,Jan,raggedoth,
1982,Boating,ITALY,M,,N,,white,
1982,Unprovoked,TUNISIA,,,,,,
1981,Unprovoked,USA,M,joven,Y,Dec,white,grande
1981,Unprovoked,AUSTRALIA,,,N,Dec,,
1981,Unprovoked,USA,M,,N,Dec,tiger,grande
1981,Unprovoked,REUNION,M,,N,Nov,,
1981,Unprovoked,USA,M,mediana edad,N,Nov,,mediano
1981,Provoked,SOUTH AFRICA,M,,N,Oct,,grande
1981,Unprovoked,USA,M,joven,N,Oct,,mediano
1981,Unprovoked,USA,M,,,Oct,,
1981,Unprovoked,USA,M,adolescente,N,Oct,,
1981,Unprovoked,USA,M,joven,N,Oct,,mediano
1981,Unprovoked,USA,M,adulto,N,Sep,,
1981,Unprovoked,USA,,,N,Sep,,
1981,Unprovoked,USA,M,adulto,Y,Sep,,
1981,Unprovoked,USA,M,adulto,N,Sep,,
1981,Unprovoked,USA,M,joven,N,Sep,,
1981,Unprovoked,USA,M,adolescente,N,Aug,,mediano
1981,Provoked,USA,M,joven,N,Aug,,mediano
1981,Invalid,USA,M,,Y,Aug,,
1981,Unprovoked,USA,M,,N,Aug,,
1981,Unprovoked,USA,F,joven,Y,Aug,,
1981,Unprovoked,BAHAMAS,M,mediana edad,N,Aug,,
1981,Unprovoked,USA,F,adolescente,N,Jul,,
1981,Unprovoked,SOUTH AFRICA,M,adulto,N,Jul,,mediano
1981,Unprovoked,USA,M,,N,Jul,,mediano
1981,Unprovoked,SOUTH AFRICA,M,,N,Jul,,
1981,Boating,ENGLAND,M,,N,Jun,,grande
1981,Unprovoked,SOUTH AFRICA,M,adulto,N,May,raggedoth,
1981,Invalid,USA,M,,Y,Jun,,chico
1981,Unprovoked,USA,M,,Y,May,,
1981,Unprovoked,SOUTH KOREA,F,adulto,Y,May,white,grande
1981,Unprovoked,USA,M,adulto,N,May,,
1981,Unprovoked,USA,M,,N,May,lemon,
1981,Unprovoked,SOUTH AFRICA,M,joven,N,May,raggedoth,mediano
1981,Provoked,NAMIBIA,M,,N,May,,
1981,Unprovoked,SOUTH AFRICA,M,joven,N,May,tiger,mediano
1981,Unprovoked,USA,M,joven,N,Mar,,chico
1981,Unprovoked,USA,M,joven,N,Mar,,
1981,Sea Disaster,BERMUDA,,,N,Mar,,
1981,Unprovoked,CHILE,M,,N,Mar,white,
1981,Unprovoked,BRAZIL,,,,Mar,white,
1981,Unprovoked,SOUTH AFRICA,M,adulto,N,Feb,,
1981,Unprovoked,AUSTRALIA,M,,N,Feb,hammerhead,chico
1981,Unprovoked,AUSTRALIA,,,,Feb,,
1981,Unprovoked,USA,M,adolescente,N,Feb,hammerhead,mediano
1981,Unprovoked,BRAZIL,,,N,Feb,,
1981,Unprovoked,USA,M,adulto,N,Jan,tiger,
1981,Invalid,SOUTH AFRICA,M,joven,Y,Jan,,chico
1981,Unprovoked,AUSTRALIA,M,adulto,N,,tiger,mediano
1981,Unprovoked,GREECE,M,,N,,,
1980,Unprovoked,SOUTH AFRICA,M,adulto,N,Dec,,grande
1980,Invalid,SOUTH AFRICA,,,Y,Dec,,
1980,Unprovoked,REUNION,M,joven,N,Nov,white,mediano
1980,Invalid,SOUTH AFRICA,M,,Y,Nov,,
1980,Unprovoked,AUSTRALIA,M,,N,Nov,,
1980,Unprovoked,BRAZIL,M,adolescente,Y,Nov,,
1980,Unprovoked,USA,M,adulto,N,Oct,white,grande
1980,Unprovoked,USA,M,joven,N,Oct,white,grande
1980,Unprovoked,MEXICO,M,joven,Y,Aug,,
1980,Unprovoked,USA,F,niño,N,Aug,,
1980,Unprovoked,USA,M,,N,Aug,tiger,grande
1980,Unprovoked,USA,M,adolescente,N,Jul,,
1980,Unprovoked,SPAIN,M,,N,Jul,blue,
1980,Unprovoked,USA,F,joven,N,Jul,,chico
1980,Unprovoked,USA,M,,N,Jul,,
1980,Unprovoked,USA,M,,N,Jul,,
1980,Provoked,USA,F,mediana edad,N,Jun,blue,
1980,Unprovoked,SOUTH AFRICA,M,joven,N,May,,mediano
1980,Provoked,JAMAICA,M,,N,Apr,,
1980,Sea Disaster,PHILIPPINES,,,Y,Apr,,
1980,Unprovoked,MEXICO,F,adolescente,N,Apr,tiger,
1980,Unprovoked,SOUTH AFRICA,M,mediana edad,Y,Mar,tiger,
1980,Unprovoked,BRAZIL,M,,N,Mar,,mediano
1980,Sea Disaster,PHILIPPINES,F,,Y,Mar,,
1980,Provoked,SOUTH AFRICA,M,mediana edad,N,Mar,hammerhead,chico
1980,Unprovoked,SOUTH AFRICA,M,joven,N,Jan,,mediano
1980,Unprovoked,KENYA,M,adulto,N,Jan,,mediano
1980,Provoked,SOUTH AFRICA,M,adulto,N,Jan,,mediano
1980,Unprovoked,SOUTH AFRICA,M,,N,Jan,hammerhead,
1980,Unprovoked,SOUTH AFRICA,M,adulto,N,Jan,,mediano
1980,Unprovoked,CHILE,M,,Y,Jan,white,
1980,Provoked,NORTH ATLANTIC OCEAN,M,adulto,N,,,mediano
1980,Invalid,GREECE,M,,N,,,
1980,Invalid,SOUTH AFRICA,M,joven,N,,,mediano
1980,Unprovoked,TONGA,M,,N,,,
1979,Unprovoked,SOUTH AFRICA,M,joven,N,Dec,,
1979,Unprovoked,SOUTH CHINA SEA,M,adulto,N,Dec,,mediano
1979,Invalid,PORTUGAL,,,N,Dec,,
1979,Unprovoked,USA,M,joven,N,Nov,white,grande
1979,Provoked,SOUTH AFRICA,,,N,Nov,white,grande
1979,Provoked,SOUTH AFRICA,M,,N,Oct,,mediano
1979,Unprovoked,AUSTRALIA,M,joven,N,Sep,,
1979,Unprovoked,HONG KONG,M,joven,Y,Aug,,
1979,Unprovoked,HONG KONG,M,adolescente,Y,Aug,,
1979,Unprovoked,USA,M,mediana edad,N,Aug,,
1979,Unprovoked,THAILAND,M,,Y,Aug,,
1979,Sea Disaster,USA,M,mediana edad,N,Jun,,
1979,Invalid,USA,M,adulto,Y,May,,
1979,Provoked,SOUTH AFRICA,M,adulto,N,May,white,mediano
1979,Unprovoked,SOUTH AFRICA,M,,Y,May,,
1979,Unprovoked,NEW CALEDONIA,,,N,May,,
1979,Unprovoked,NEW CALEDONIA,M,,Y,May,,mediano
1979,Unprovoked,USA,M,joven,N,Apr,,
1979,Unprovoked,USA,M,niño,N,Apr,,
1979,Unprovoked,USA,M,adulto,N,Mar,,
1979,Unprovoked,USA,M,,N,Mar,white,grande
1979,Boating,SOUTH AFRICA,,,N,Mar,,
1979,Unprovoked,NEW CALEDONIA,M,,Y,Mar,,
1979,Unprovoked,SOUTH AFRICA,M,joven,N,Feb,,chico
1979,Unprovoked,USA,M,,Y,,,
1978,Unprovoked,AUSTRALIA,M,,N,Dec,,
1978,Unprovoked,SOUTH AFRICA,M,joven,Y,Dec,,mediano
1978,Unprovoked,USA,M,,N,Nov,,mediano
1978,Unprovoked,USA,M,adolescente,N,Nov,,
1978,Invalid,SOUTH AFRICA,M,,Y,Oct,tiger,grande
1978,Unprovoked,SOUTH AFRICA,M,adulto,N,Sep,white,grande
1978,Unprovoked,ITALY,M,,N,Sep,white,grande
1978,Unprovoked,AUSTRALIA,M,adulto,N,Sep,,grande
1978,Unprovoked,USA,M,,N,Aug,,mediano
1978,Unprovoked,USA,M,adulto,N,Aug,,
1978,Sea Disaster,USA,M,adulto,N,Jul,,
1978,Provoked,USA,M,adulto,N,Jul,,
1978,Unprovoked,USA,M,joven,N,Jun,,
1978,Unprovoked,USA,M,adolescente,N,Jun,,
1978,Invalid,ITALY,,,N,Jun,white,
1978,Unprovoked,MARSHALL ISLANDS,M,adulto,N,Apr,,
1978,Unprovoked,MARSHALL ISLANDS,M,joven,N,Apr,,
1978,Unprovoked,AUSTRALIA,M,,N,Apr,,mediano
1978,Boating,SOUTH AFRICA,,,N,Mar,,
1978,Unprovoked,SOUTH AFRICA,,,N,Feb,,
1978,Unprovoked,SOUTH AFRICA,M,,N,Feb,white,
1978,Unprovoked,SOUTH AFRICA,M,adolescente,N,Jan,,
1978,Invalid,SOUTH AFRICA,M,,Y,Jan,,grande
1978,Unprovoked,USA,F,,N,,,
1978,Unprovoked,VANUATU,F,,Y,,,
1977,Sea Disaster,USA,M,mediana edad,N,Dec,,
1977,Unprovoked,USA,M,adulto,N,Dec,,
1977,Unprovoked,SOUTH AFRICA,M,joven,N,Dec,tiger,grande
1977,Boating,SOUTH AFRICA,,,N,Dec,,grande
1977,Provoked,SOUTH AFRICA,M,,N,Nov,,mediano
1977,Unprovoked,SOUTH AFRICA,M,adulto,N,Oct,white,grande
1977,Unprovoked,AUSTRALIA,M,adolescente,N,Aug,white,
1977,Unprovoked,AUSTRALIA,M,adulto,Y,Aug,,
1977,Boating,SOUTH AFRICA,M,,N,Aug,white,
1977,Unprovoked,USA,M,joven,N,Aug,white,grande
1977,Invalid,USA,M,adolescente,N,Aug,,
1977,Sea Disaster,USA,M,joven,N,Jul,,
1977,Provoked,USA,M,adulto,N,Jun,bull,
1977,Unprovoked,USA,M,adulto,N,Jun,bull,chico
1977,Boating,SOUTH AFRICA,M,,N,May,,mediano
1977,Invalid,AUSTRALIA,M,,N,May,,
1977,Unprovoked,AUSTRALIA,M,,N,Apr,,
1977,Unprovoked,USA,M,,N,Apr,,chico
1977,Unprovoked,SOUTH AFRICA,M,adulto,N,Mar,,
1977,Sea Disaster,AUSTRALIA,M,adulto,N,Mar,,
1977,Sea Disaster,AUSTRALIA,M,tercera edad,Y,Mar,,
1977,Sea Disaster,AUSTRALIA,M,mediana edad,Y,Mar,,
1977,Unprovoked,AUSTRALIA,M,joven,N,Feb,,grande
1977,Invalid,AUSTRALIA,M,,Y,Feb,,
1977,Unprovoked,NEW CALEDONIA,,,N,Feb,,
1977,Unprovoked,MEXICO,M,,Y,Jan,,
1976,Unprovoked,AUSTRALIA,M,,N,Dec,,
1976,Unprovoked,USA,M,adulto,N,Dec,white,grande
1976,Unprovoked,SOUTH AFRICA,M,joven,N,Nov,,grande
1976,Invalid,AUSTRALIA,,,Y,Nov,,
1976,Unprovoked,USA,M,joven,N,Nov,,mediano
1976,Invalid,SOUTH AFRICA,M,adolescente,N,Nov,,
1976,Provoked,SOUTH AFRICA,,,N,Nov,white,grande
1976,Boating,SOUTH AFRICA,,,N,Oct,white,
1976,Unprovoked,USA,M,adulto,N,Oct,white,grande
1976,Unprovoked,SOUTH AFRICA,M,joven,N,Oct,,grande
1976,Sea Disaster,NEW CALEDONIA,,,N,Sep,,
1976,Unprovoked,AUSTRALIA,M,adulto,N,Sep,,mediano
1976,Sea Disaster,HONG KONG,M,,Y,Sep,,
1976,Unprovoked,USA,M,adolescente,Y,Sep,,
1976,Unprovoked,USA,M,,Y,Sep,,
1976,Unprovoked,USA,M,adolescente,N,Sep,tiger,mediano
1976,Unprovoked,USA,M,joven,N,Aug,,
1976,Unprovoked,USA,M,joven,N,Aug,white,grande
1976,Unprovoked,USA,M,joven,N,Jul,,
1976,Unprovoked,USA,M,niño,N,Jul,,
1976,Unprovoked,USA,M,joven,Y,Jul,,
1976,Unprovoked,USA,M,joven,N,Jul,,mediano
1976,Unprovoked,USA,M,adolescente,N,Jun,,grande
1976,Unprovoked,USA,M,,N,Jun,,chico
1976,Provoked,ITALY,M,mediana edad,N,Jun,blue,mediano
1976,Boating,AUSTRALIA,F,,N,Jun,,chico
1976,Boating,SOUTH AFRICA,,,N,May,,
1976,Invalid,USA,,,Y,Apr,,
1976,Unprovoked,USA,M,,N,Mar,,
1976,Boating,SOUTH AFRICA,,,N,Mar,,
1976,Boating,SOUTH AFRICA,,,N,Mar,,
1976,Boating,SOUTH AFRICA,,,N,Mar,,
1976,Boating,SOUTH AFRICA,,,N,Feb,white,mediano
1976,Provoked,SOUTH AFRICA,,,N,Jan,,grande
1976,Unprovoked,AUSTRALIA,F,,N,Jan,,
1976,Provoked,SOUTH AFRICA,,,N,Jan,white,grande
1976,Unprovoked,USA,M,adulto,N,Jan,,mediano
1976,Unprovoked,NEW ZEALAND,M,,Y,Jan,bronze_whaler,
1976,Unprovoked,USA,M,,Y,,,
1975,Boating,AUSTRALIA,,,N,Dec,,mediano
1975,Unprovoked,USA,M,adulto,N,Dec,white,
1975,Provoked,AUSTRALIA,M,adulto,N,Dec,,grande
1975,Unprovoked,AUSTRALIA,M,joven,N,Nov,,chico
1975,Unprovoked,SOUTH AFRICA,M,adulto,N,Nov,,
1975,Unprovoked,AUSTRALIA,M,,N,Nov,,
1975,Unprovoked,USA,M,joven,N,Nov,,mediano
1975,Invalid,USA,M,,N,Oct,,
1975,Unprovoked,AUSTRALIA,M,joven,N,Oct,bronze_whaler,
1975,Invalid,USA,,,,Oct,,
1975,Unprovoked,SOUTH AFRICA,M,joven,N,Sep,,chico
1975,Unprovoked,SOUTH AFRICA,M,joven,N,Aug,white,mediano
1975,Unprovoked,USA,M,joven,N,Aug,,chico
1975,Unprovoked,USA,M,mediana edad,N,Aug,white,
1975,Unprovoked,HONG KONG,M,joven,N,Aug,,
1975,Sea Disaster,USA,F,mediana edad,Y,Jul,,
1975,Unprovoked,AUSTRALIA,M,adulto,Y,Jul,white,
1975,Unprovoked,USA,M,joven,N,Jul,,
1975,Unprovoked,AUSTRALIA,M,joven,N,Jul,,grande
1975,Unprovoked,USA,M,joven,N,Jul,white,grande
1975,Unprovoked,USA,M,adulto,N,Jul,white,grande
1975,Unprovoked,USA,F,adolescente,N,Jul,,chico
1975,Provoked,AUSTRALIA,M,adulto,N,Jul,,mediano
1975,Unprovoked,USA,M,adolescente,N,Jul,,
1975,Unprovoked,USA,M,joven,N,Jun,,chico
1975,Unprovoked,USA,F,adolescente,N,Jun,,
1975,Unprovoked,USA,M,adulto,N,Jun,,
1975,Unprovoked,USA,M,joven,N,Jun,,
1975,Provoked,USA,M,,N,Jun,,
1975,Unprovoked,USA,M,adolescente,N,May,,
1975,Unprovoked,USA,F,niño,N,May,,
1975,Invalid,ITALY,M,adulto,N,Apr,,mediano
1975,Invalid,SOUTH AFRICA,M,,Y,Apr,,
1975,Unprovoked,SOUTH AFRICA,M,,N,Apr,,
1975,Invalid,SOUTH AFRICA,M,,Y,Mar,white,
1975,Unprovoked,AUSTRALIA,F,,N,Mar,,
1975,Unprovoked,USA,M,adolescente,N,Mar,,grande
1975,Provoked,AUSTRALIA,,joven,N,Mar,bronze_whaler,mediano
1975,Provoked,SOUTH AFRICA,M,,N,Mar,,chico
1975,Sea Disaster,BANGLADESH,,,Y,Mar,,
1975,Unprovoked,SOUTH AFRICA,M,adolescente,N,Feb,,chico
1975,Boating,SOUTH AFRICA,,,N,Feb,mako,grande
1975,Unprovoked,AUSTRALIA,M,adolescente,Y,Feb,white,grande
1975,Unprovoked,AUSTRALIA,M,mediana edad,N,Feb,,grande
1975,Unprovoked,AUSTRALIA,M,,N,Feb,,
1975,Provoked,SOUTH AFRICA,M,adolescente,N,Feb,,
1975,Unprovoked,AUSTRALIA,M,adolescente,Y,Jan,,
1975,Unprovoked,BERMUDA,M,adulto,N,,blue,mediano
1975,Unprovoked,REUNION,M,,Y,,,
1974,Unprovoked,AUSTRALIA,,adulto,N,Dec,,
1974,Unprovoked,USA,M,joven,N,Nov,,
1974,Unprovoked,USA,M,adolescente,N,Sep,white,grande
1974,Unprovoked,USA,M,adulto,N,Sep,white,grande
1974,Unprovoked,ISRAEL,F,joven,N,Sep,,mediano
1974,Unprovoked,USA,M,mediana edad,N,Sep,white,grande
1974,Unprovoked,USA,M,mediana edad,N,Sep,white,grande
1974,Sea Disaster,AUSTRALIA,M,adulto,N,Sep,,
1974,Unprovoked,USA,M,joven,N,Sep,white,grande
1974,Unprovoked,HONG KONG,M,joven,N,Aug,,
1974,Unprovoked,HONG KONG,M,,Y,Aug,,
1974,Unprovoked,HONG KONG,M,joven,N,Aug,,
1974,Unprovoked,HONG KONG,M,joven,N,Aug,,
1974,Unprovoked,CROATIA,M,joven,Y,Aug,white,grande
1974,Unprovoked,USA,M,,N,Aug,white,grande
1974,Unprovoked,USA,M,adulto,N,Jul,white,grande
1974,Unprovoked,USA,M,adolescente,Y,Jul,,
1974,Sea Disaster,USA,M,niño,Y,Jul,,grande
1974,Unprovoked,USA,F,mediana edad,N,Jun,,
1974,Unprovoked,USA,M,mediana edad,N,May,white,grande
1974,Sea Disaster,BRAZIL,M,,Y,Apr,,
1974,Unprovoked,SOUTH AFRICA,M,joven,N,Apr,raggedoth,chico
1974,Unprovoked,SOUTH AFRICA,M,joven,N,Apr,,
1974,Unprovoked,USA,F,niño,N,Apr,,
1974,Unprovoked,SOUTH AFRICA,M,adolescente,N,Apr,,
1974,Unprovoked,SOUTH AFRICA,M,joven,N,Mar,,mediano
1974,Boating,SOUTH AFRICA,,,N,Mar,white,
1974,Unprovoked,SOUTH AFRICA,M,adolescente,N,Feb,,
1974,Unprovoked,SOUTH AFRICA,M,joven,N,Feb,,
1974,Boating,SOUTH AFRICA,,,N,Feb,white,grande
1974,Boating,SOUTH AFRICA,,,N,Feb,white,
1974,Unprovoked,SOUTH AFRICA,M,mediana edad,N,Jan,raggedoth,chico
1974,Unprovoked,AUSTRALIA,M,adulto,Y,Jan,white,
1974,Unprovoked,SOUTH AFRICA,M,adulto,N,Jan,,mediano
1974,Unprovoked,MOZAMBIQUE,M,,Y,Jan,,
1974,Unprovoked,MOZAMBIQUE,M,adulto,Y,Jan,,
1974,Unprovoked,AUSTRALIA,M,,N,,bronze_whaler,chico
1974,Unprovoked,CROATIA,,,Y,,,
1973,Unprovoked,MOZAMBIQUE,M,mediana edad,N,Dec,,
1973,Unprovoked,MOZAMBIQUE,M,joven,Y,Dec,,
1973,Unprovoked,PHILIPPINES,M,joven,Y,Dec,,
1973,Unprovoked,USA,M,,N,Dec,,
1973,Unprovoked,MEXICO,M,,Y,Dec,,
1973,Unprovoked,AUSTRALIA,,,N,Nov,,
1973,Unprovoked,USA,M,adolescente,N,Nov,,
1973,Unprovoked,AUSTRALIA,,,N,Nov,,
1973,Sea Disaster,SOUTH AFRICA,,,Y,Sep,,
1973,Unprovoked,BAHAMAS,M,niño,N,Sep,bull,mediano
1973,Unprovoked,HONG KONG,M,joven,Y,Sep,,
1973,Unprovoked,MEXICO,M,adulto,Y,Sep,white,
1973,Unprovoked,EGYPT,M,,N,Sep,tiger,
1973,Unprovoked,AUSTRALIA,,joven,,Aug,,
1973,Unprovoked,AUSTRALIA,M,adolescente,N,Aug,,grande
1973,Unprovoked,USA,M,adolescente,N,Aug,blacktip,chico
1973,Unprovoked,HONG KONG,M,,N,Jun,,
1973,Unprovoked,MEXICO,M,mediana edad,Y,Apr,,
1973,Unprovoked,AUSTRALIA,M,,N,Mar,,
1973,Unprovoked,MOZAMBIQUE,M,adulto,Y,Mar,,
1973,Unprovoked,SOUTH AFRICA,M,adulto,N,Mar,,mediano
1973,Unprovoked,MEXICO,,mediana edad,Y,Feb,,
1973,Provoked,SOUTH AFRICA,M,,N,Jan,,chico
